match_type;games;avg_orig_smaller_div_bigger_gamescore_permil;std_orig_smaller_div_bigger_gamescore_permil;losers_original_points_pct
2.HE;2;24;24;2.4
DD;2;24;24;2.4
3.HE;2;24;24;2.4
DE;2;24;24;2.4
3.HE;2;24;24;2.4
2.HD;2;24;24;2.4
Mix;2;24;24;2.4
3.HE;2;33;33;3.3
2.HD;2;33;33;3.3
3.HE;2;33;33;3.3
3.HE;2;33;33;3.3
2.HE;2;33;33;3.3
2.HD;2;33;33;3.3
2.HD;2;33;33;3.3
3.HE;2;33;33;3.3
1.HD;2;33;33;3.3
2.HE;2;33;33;3.3
3.HE;2;33;33;3.3
3.HE;2;33;33;3.3
3.HE;2;33;33;3.3
2.HD;2;33;33;3.3
1.HE;2;33;33;3.3
2.HE;2;33;33;3.3
1.HE;2;33;33;3.3
3.HE;2;33;33;3.3
3.HE;2;33;33;3.3
3.HE;2;33;33;3.3
3.HE;2;33;33;3.3
2.HD;2;33;33;3.3
2.HE;2;33;33;3.3
3.HE;2;33;33;3.3
2.HE;2;33;33;3.3
3.HE;2;33;33;3.3
2.HE;2;33;33;3.3
1.HD;2;33;33;3.3
DD;2;33;33;3.3
1.HE;2;33;33;3.3
DD;2;33;33;3.3
3.HE;2;33;33;3.3
DD;2;33;33;3.3
3.HE;2;33;33;3.3
Mix;2;33;33;3.3
2.HE;2;33;33;3.3
1.HE;2;33;33;3.3
DD;2;33;33;3.3
Mix;2;33;33;3.3
2.HD;2;33;33;3.3
3.HE;2;33;33;3.3
2.HD;2;33;33;3.3
2.HE;2;33;33;3.3
2.HE;2;33;33;3.3
DD;2;33;33;3.3
3.HE;2;33;33;3.3
2.HD;2;33;33;3.3
2.HE;2;33;33;3.3
Mix;2;33;33;3.3
Mix;2;33;33;3.3
3.HE;2;33;33;3.3
1.HD;2;33;33;3.3
DD;2;33;33;3.3
3.HE;2;33;33;3.3
1.HE;2;33;33;3.3
2.HD;2;33;33;3.3
1.HE;2;33;33;3.3
2.HE;2;33;33;3.3
3.HE;2;33;33;3.3
2.HD;2;33;33;3.3
Mix;2;33;33;3.3
1.HE;2;33;33;3.3
1.HE;2;33;33;3.3
3.HE;2;33;33;3.3
3.HE;2;33;33;3.3
1.HD;2;33;33;3.3
1.HE;2;33;33;3.3
3.HE;2;33;33;3.3
3.HE;2;33;33;3.3
3.HE;2;33;33;3.3
3.HE;2;33;33;3.3
DD;2;33;33;3.3
DD;2;33;33;3.3
1.HE;2;33;33;3.3
2.HE;2;33;33;3.3
Mix;2;33;33;3.3
1.HE;2;33;33;3.3
1.HE;2;33;33;3.3
1.HE;2;33;33;3.3
DD;2;33;33;3.3
1.HE;2;33;33;3.3
2.HE;2;33;33;3.3
DD;2;33;33;3.3
2.HD;2;33;33;3.3
2.HE;2;33;33;3.3
1.HE;2;33;33;3.3
3.HE;2;33;33;3.3
2.HE;2;33;33;3.3
DD;2;33;33;3.3
1.HD;2;33;33;3.3
1.HE;2;33;33;3.3
3.HE;2;33;33;3.3
Mix;2;33;33;3.3
3.HE;2;33;33;3.3
2.HE;2;33;33;3.3
1.HE;2;33;33;3.3
1.HE;2;33;33;3.3
1.HE;2;33;33;3.3
1.HE;2;33;33;3.3
1.HD;2;33;33;3.3
DD;2;33;33;3.3
Mix;2;33;33;3.3
1.HE;2;33;33;3.3
3.HE;2;33;33;3.3
2.HD;2;33;33;3.3
DD;2;33;33;3.3
3.HE;2;33;33;3.3
3.HE;2;33;33;3.3
1.HE;2;33;33;3.3
2.HE;2;33;33;3.3
DD;2;33;33;3.3
1.HE;2;33;33;3.3
3.HE;2;33;33;3.3
DD;2;33;33;3.3
2.HE;2;33;33;3.3
3.HE;2;33;33;3.3
Mix;2;33;33;3.3
DD;2;33;33;3.3
1.HE;2;33;33;3.3
DD;2;33;33;3.3
DD;2;33;33;3.3
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DD;2;45;45;4.5
Mix;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
Mix;2;45;45;4.5
DD;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
Mix;2;45;45;4.5
DE;2;45;45;4.5
Mix;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DD;2;45;45;4.5
DE;2;45;45;4.5
DD;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
Mix;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DD;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
Mix;2;45;45;4.5
Mix;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DD;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
DE;2;45;45;4.5
Mix;2;48;48;4.8
3.HE;2;48;0;4.8
1.HE;2;48;48;4.8
3.HE;2;48;48;4.8
1.HE;2;67;0;6.7
2.HE;2;67;0;6.7
3.HE;2;67;67;6.7
2.HE;2;67;0;6.7
DD;2;67;0;6.7
2.HE;2;67;67;6.7
1.HE;2;67;67;6.7
Mix;2;67;67;6.7
1.HE;2;67;67;6.7
2.HE;2;67;0;6.7
2.HD;2;67;0;6.7
1.HD;2;67;0;6.7
2.HE;2;67;0;6.7
1.HD;2;67;67;6.7
2.HE;2;67;67;6.7
1.HD;2;67;0;6.7
3.HE;2;67;0;6.7
3.HE;2;67;0;6.7
DD;2;67;67;6.7
3.HE;2;67;67;6.7
2.HD;2;67;67;6.7
1.HE;2;67;0;6.7
1.HD;2;67;0;6.7
DD;2;67;67;6.7
2.HE;2;67;0;6.7
1.HE;2;67;67;6.7
1.HE;2;67;0;6.7
3.HE;2;67;0;6.7
DD;2;67;0;6.7
Mix;2;67;0;6.7
Mix;2;67;67;6.7
3.HE;2;67;67;6.7
Mix;2;67;0;6.7
DD;2;67;0;6.7
2.HD;2;67;67;6.7
1.HE;2;67;0;6.7
1.HE;2;67;67;6.7
3.HE;2;67;0;6.7
1.HE;2;67;0;6.7
1.HE;2;67;67;6.7
1.HE;2;67;67;6.7
DD;2;67;67;6.7
3.HE;2;67;67;6.7
3.HE;2;67;0;6.7
1.HE;2;67;0;6.7
1.HE;2;67;67;6.7
2.HD;2;67;0;6.7
1.HD;2;67;67;6.7
3.HE;2;67;67;6.7
1.HE;2;67;0;6.7
3.HE;2;67;0;6.7
Mix;2;67;0;6.7
3.HE;2;67;67;6.7
3.HE;2;67;67;6.7
1.HE;2;67;67;6.7
1.HE;2;67;0;6.7
2.HD;2;67;0;6.7
1.HE;2;67;67;6.7
1.HD;2;67;0;6.7
2.HE;2;67;67;6.7
1.HE;2;67;67;6.7
1.HE;2;67;0;6.7
Mix;2;67;67;6.7
1.HE;2;67;0;6.7
DD;2;67;67;6.7
3.HE;2;67;67;6.7
1.HE;2;67;0;6.7
3.HE;2;67;67;6.7
DD;2;67;0;6.7
1.HE;2;67;67;6.7
Mix;2;67;67;6.7
DD;2;67;67;6.7
3.HE;2;67;0;6.7
2.HD;2;67;0;6.7
1.HE;2;67;0;6.7
1.HE;2;67;0;6.7
1.HE;2;67;67;6.7
3.HE;2;67;67;6.7
Mix;2;67;67;6.7
2.HE;2;67;67;6.7
3.HE;2;67;0;6.7
2.HE;2;67;0;6.7
1.HE;2;67;0;6.7
2.HE;2;67;67;6.7
1.HE;2;67;67;6.7
2.HD;2;67;0;6.7
3.HE;2;67;67;6.7
2.HD;2;67;67;6.7
DD;2;67;0;6.7
2.HE;2;67;67;6.7
2.HE;2;67;67;6.7
1.HD;2;67;67;6.7
2.HE;2;67;67;6.7
2.HD;2;67;67;6.7
Mix;2;67;0;6.7
2.HE;2;67;0;6.7
1.HE;2;67;67;6.7
1.HE;2;67;0;6.7
2.HE;2;67;67;6.7
1.HE;2;67;0;6.7
DD;2;67;67;6.7
1.HE;2;67;67;6.7
3.HE;2;67;0;6.7
2.HE;2;67;0;6.7
2.HE;2;67;67;6.7
DD;2;67;67;6.7
1.HE;2;67;67;6.7
3.HE;2;67;67;6.7
2.HE;2;67;0;6.7
DD;2;67;0;6.7
2.HE;2;67;67;6.7
1.HE;2;67;67;6.7
Mix;2;67;0;6.7
2.HE;2;67;67;6.7
2.HD;2;67;67;6.7
3.HE;2;67;67;6.7
2.HE;2;67;67;6.7
1.HE;2;67;67;6.7
Mix;2;67;0;6.7
2.HE;2;67;67;6.7
DD;2;67;0;6.7
2.HE;2;67;0;6.7
1.HE;2;67;67;6.7
3.HE;2;67;0;6.7
1.HD;2;67;67;6.7
3.HE;2;67;0;6.7
2.HD;2;67;0;6.7
3.HE;2;67;67;6.7
1.HE;2;67;67;6.7
1.HE;2;67;0;6.7
3.HE;2;67;0;6.7
1.HE;2;67;67;6.7
1.HE;2;67;0;6.7
3.HE;2;67;67;6.7
1.HE;2;67;0;6.7
3.HE;2;67;0;6.7
2.HD;2;67;0;6.7
3.HE;2;67;0;6.7
3.HE;2;67;67;6.7
3.HE;2;67;67;6.7
1.HE;2;67;0;6.7
1.HE;2;67;0;6.7
2.HE;2;67;67;6.7
3.HE;2;67;0;6.7
2.HD;2;67;67;6.7
1.HE;2;67;0;6.7
2.HD;2;67;67;6.7
2.HE;2;67;67;6.7
3.HE;2;67;67;6.7
1.HE;2;67;67;6.7
1.HE;2;67;67;6.7
2.HD;2;67;67;6.7
2.HE;2;67;0;6.7
1.HD;2;67;67;6.7
1.HE;2;67;67;6.7
2.HD;2;67;67;6.7
1.HE;2;67;67;6.7
1.HE;2;67;67;6.7
1.HD;2;67;67;6.7
DD;2;67;67;6.7
2.HD;2;67;0;6.7
3.HE;2;67;67;6.7
DD;2;67;0;6.7
2.HD;2;67;67;6.7
2.HE;2;67;67;6.7
3.HE;2;67;67;6.7
3.HE;2;67;0;6.7
1.HE;2;67;67;6.7
2.HE;2;67;67;6.7
DD;2;67;67;6.7
DD;2;67;0;6.7
1.HD;2;67;67;6.7
1.HE;2;67;0;6.7
1.HE;2;67;67;6.7
2.HE;2;67;0;6.7
2.HE;2;67;67;6.7
1.HE;2;67;67;6.7
Mix;2;67;67;6.7
1.HE;2;67;67;6.7
DD;2;67;67;6.7
DD;2;67;0;6.7
2.HD;2;71;71;7.1
3.HE;2;71;24;7.1
DE;2;71;24;7.1
3.HE;2;71;24;7.1
1.HD;2;71;24;7.1
DE;2;71;24;7.1
3.HE;2;71;71;7.1
2.HD;2;71;24;7.1
DE;2;71;71;7.1
DE;2;91;0;9.1
DE;2;91;0;9.1
DE;2;91;0;9.1
DE;2;91;91;9.1
DE;2;91;0;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;0;9.1
DE;2;91;0;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;0;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;0;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;0;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;0;9.1
DE;2;91;0;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;0;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;0;9.1
DE;2;91;91;9.1
DE;2;91;0;9.1
DE;2;91;0;9.1
DD;2;91;0;9.1
Mix;2;91;91;9.1
DE;2;91;0;9.1
Mix;2;91;0;9.1
DE;2;91;0;9.1
DD;2;91;0;9.1
Mix;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
Mix;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;0;9.1
DD;2;91;0;9.1
DE;2;91;0;9.1
DD;2;91;0;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DD;2;91;0;9.1
Mix;2;91;91;9.1
DD;2;91;0;9.1
DE;2;91;91;9.1
DD;2;91;91;9.1
DE;2;91;0;9.1
DD;2;91;91;9.1
DD;2;91;91;9.1
DE;2;91;0;9.1
DE;2;91;91;9.1
DE;2;91;0;9.1
DD;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;0;9.1
DD;2;91;91;9.1
Mix;2;91;91;9.1
DE;2;91;0;9.1
DD;2;91;0;9.1
DE;2;91;0;9.1
DE;2;91;0;9.1
DE;2;91;91;9.1
Mix;2;91;0;9.1
DE;2;91;0;9.1
Mix;2;91;0;9.1
DE;2;91;91;9.1
DE;2;91;0;9.1
DE;2;91;0;9.1
DE;2;91;91;9.1
DE;2;91;0;9.1
DE;2;91;91;9.1
DE;2;91;0;9.1
DE;2;91;0;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;0;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;0;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;0;9.1
DE;2;91;0;9.1
DE;2;91;0;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;0;9.1
DE;2;91;0;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
DE;2;91;91;9.1
3.HE;2;95;48;9.5
DE;2;95;95;9.5
3.HE;2;95;48;9.5
2.HE;2;95;0;9.5
3.HE;2;95;95;9.5
3.HE;2;95;95;9.5
DE;2;95;95;9.5
DE;2;95;95;9.5
DE;2;95;48;9.5
2.HE;2;95;48;9.5
DE;2;95;0;9.5
1.HD;2;100;33;10.0
1.HE;2;100;33;10.0
2.HE;2;100;100;10.0
DD;2;100;33;10.0
3.HE;2;100;33;10.0
1.HE;2;100;33;10.0
1.HE;2;100;100;10.0
1.HE;2;100;33;10.0
1.HE;2;100;33;10.0
Mix;2;100;100;10.0
2.HD;2;100;33;10.0
3.HE;2;100;33;10.0
1.HE;2;100;100;10.0
1.HE;2;100;100;10.0
1.HE;2;100;100;10.0
2.HE;2;100;33;10.0
1.HE;2;100;33;10.0
3.HE;2;100;33;10.0
1.HE;2;100;33;10.0
Mix;2;100;33;10.0
2.HE;2;100;33;10.0
1.HE;2;100;100;10.0
1.HE;2;100;100;10.0
1.HE;2;100;33;10.0
2.HE;2;100;100;10.0
DD;2;100;33;10.0
3.HE;2;100;100;10.0
3.HE;2;100;33;10.0
2.HE;2;100;100;10.0
1.HE;2;100;33;10.0
2.HE;2;100;33;10.0
DD;2;100;100;10.0
2.HE;2;100;33;10.0
2.HE;2;100;33;10.0
1.HE;2;100;33;10.0
2.HE;2;100;33;10.0
2.HE;2;100;33;10.0
1.HD;2;100;100;10.0
1.HD;2;100;33;10.0
DD;2;100;33;10.0
1.HE;2;100;100;10.0
2.HE;2;100;33;10.0
1.HD;2;100;100;10.0
DD;2;100;100;10.0
Mix;2;100;33;10.0
2.HE;2;100;33;10.0
2.HE;2;100;100;10.0
DD;2;100;33;10.0
1.HE;2;100;100;10.0
1.HE;2;100;33;10.0
DD;2;100;100;10.0
Mix;2;100;33;10.0
1.HE;2;100;100;10.0
3.HE;2;100;33;10.0
3.HE;2;100;33;10.0
1.HE;2;100;33;10.0
2.HE;2;100;33;10.0
1.HE;2;100;100;10.0
DD;2;100;33;10.0
1.HE;2;100;100;10.0
Mix;2;100;33;10.0
2.HE;2;100;100;10.0
2.HE;2;100;33;10.0
DD;2;100;33;10.0
DD;2;100;100;10.0
DD;2;100;33;10.0
2.HD;2;100;33;10.0
2.HD;2;100;33;10.0
3.HE;2;100;100;10.0
1.HE;2;100;33;10.0
3.HE;2;100;100;10.0
DD;2;100;100;10.0
2.HE;2;100;33;10.0
2.HE;2;100;33;10.0
DD;2;100;33;10.0
DD;2;100;33;10.0
2.HD;2;100;33;10.0
1.HE;2;100;100;10.0
Mix;2;100;33;10.0
DD;2;100;33;10.0
DD;2;100;33;10.0
3.HE;2;100;33;10.0
2.HD;2;100;100;10.0
Mix;2;100;100;10.0
Mix;2;100;33;10.0
2.HE;2;100;100;10.0
Mix;2;100;100;10.0
DD;2;100;33;10.0
1.HE;2;100;33;10.0
3.HE;2;100;33;10.0
Mix;2;100;33;10.0
1.HE;2;100;33;10.0
2.HE;2;100;100;10.0
2.HD;2;100;100;10.0
Mix;2;100;33;10.0
1.HE;2;100;100;10.0
1.HE;2;100;100;10.0
2.HD;2;100;33;10.0
1.HE;2;100;100;10.0
1.HE;2;100;33;10.0
2.HD;2;100;33;10.0
2.HE;2;100;100;10.0
2.HE;2;100;100;10.0
1.HD;2;100;100;10.0
3.HE;2;100;33;10.0
1.HE;2;100;100;10.0
3.HE;2;100;33;10.0
2.HE;2;100;33;10.0
2.HE;2;100;100;10.0
DD;2;100;100;10.0
3.HE;2;100;33;10.0
3.HE;2;100;33;10.0
3.HE;2;100;33;10.0
2.HE;2;100;33;10.0
2.HE;2;100;100;10.0
1.HD;2;100;33;10.0
3.HE;2;100;100;10.0
DD;2;100;100;10.0
2.HE;2;100;33;10.0
1.HE;2;100;33;10.0
2.HE;2;100;33;10.0
DD;2;100;33;10.0
1.HE;2;100;100;10.0
3.HE;2;100;100;10.0
3.HE;2;100;33;10.0
2.HD;2;100;33;10.0
DD;2;100;33;10.0
1.HE;2;100;33;10.0
2.HE;2;100;33;10.0
DD;2;100;33;10.0
2.HD;2;100;33;10.0
3.HE;2;100;33;10.0
2.HD;2;100;100;10.0
3.HE;2;100;33;10.0
2.HE;2;100;100;10.0
3.HE;2;100;33;10.0
2.HD;2;100;33;10.0
3.HE;2;100;100;10.0
2.HE;2;100;33;10.0
2.HE;2;100;33;10.0
DD;2;100;33;10.0
2.HD;2;100;100;10.0
3.HE;2;100;33;10.0
2.HE;2;100;33;10.0
1.HE;2;100;100;10.0
Mix;2;100;33;10.0
2.HE;2;100;100;10.0
1.HE;2;100;100;10.0
3.HE;2;100;100;10.0
Mix;2;100;100;10.0
DD;2;100;100;10.0
2.HE;2;100;33;10.0
2.HE;2;100;33;10.0
2.HE;2;100;33;10.0
1.HE;2;100;33;10.0
3.HE;2;100;33;10.0
3.HE;2;100;100;10.0
1.HE;2;100;33;10.0
3.HE;2;100;33;10.0
2.HD;2;100;33;10.0
2.HE;2;100;100;10.0
2.HE;2;100;33;10.0
1.HE;2;100;100;10.0
1.HD;2;100;100;10.0
DD;2;100;33;10.0
DD;2;100;100;10.0
Mix;2;100;33;10.0
DD;2;100;33;10.0
2.HE;2;100;100;10.0
1.HE;2;100;100;10.0
3.HE;2;100;100;10.0
1.HE;2;100;33;10.0
DD;2;100;33;10.0
3.HE;2;100;100;10.0
3.HE;2;100;33;10.0
1.HD;2;100;100;10.0
3.HE;2;100;33;10.0
1.HE;2;100;100;10.0
DD;2;100;100;10.0
3.HE;2;100;100;10.0
DD;2;100;100;10.0
2.HE;2;100;33;10.0
1.HD;2;100;100;10.0
2.HE;2;100;33;10.0
DD;2;100;100;10.0
Mix;2;100;33;10.0
3.HE;2;100;33;10.0
3.HE;2;100;100;10.0
1.HE;2;100;100;10.0
1.HE;2;100;100;10.0
1.HE;2;100;33;10.0
3.HE;2;100;100;10.0
2.HE;2;100;100;10.0
2.HD;2;100;100;10.0
2.HE;2;100;33;10.0
2.HE;2;100;100;10.0
1.HE;2;100;33;10.0
1.HE;2;100;100;10.0
1.HE;2;100;33;10.0
1.HE;2;100;33;10.0
2.HE;2;100;100;10.0
2.HE;2;100;100;10.0
1.HD;2;100;33;10.0
1.HE;2;100;100;10.0
3.HE;2;100;33;10.0
2.HD;2;100;33;10.0
1.HD;2;100;33;10.0
3.HE;2;100;33;10.0
2.HE;2;100;100;10.0
2.HE;2;100;33;10.0
2.HE;2;100;100;10.0
2.HD;2;100;100;10.0
3.HE;2;100;100;10.0
2.HE;2;100;100;10.0
1.HE;2;100;100;10.0
2.HD;2;100;33;10.0
1.HE;2;100;33;10.0
3.HE;2;100;33;10.0
1.HE;2;100;33;10.0
2.HD;2;100;100;10.0
2.HE;2;100;33;10.0
2.HE;2;100;100;10.0
2.HE;2;100;33;10.0
DD;2;100;33;10.0
3.HE;2;100;33;10.0
1.HD;2;100;100;10.0
1.HE;2;100;100;10.0
3.HE;2;100;100;10.0
3.HE;2;100;100;10.0
DD;2;100;33;10.0
2.HD;2;100;33;10.0
2.HE;2;100;100;10.0
2.HE;2;100;33;10.0
2.HE;2;100;33;10.0
1.HD;2;100;100;10.0
3.HE;2;100;33;10.0
2.HE;2;100;33;10.0
Mix;2;100;33;10.0
3.HE;2;100;100;10.0
Mix;2;100;33;10.0
3.HE;2;100;33;10.0
Mix;2;100;33;10.0
DD;2;119;24;11.9
Mix;2;119;24;11.9
2.HE;2;119;24;11.9
2.HE;2;119;119;11.9
1.HD;2;119;24;11.9
1.HE;2;119;24;11.9
3.HE;2;119;24;11.9
3.HE;2;119;24;11.9
2.HE;2;119;24;11.9
Mix;2;119;119;11.9
DD;2;119;119;11.9
DE;2;119;71;11.9
2.HD;2;119;24;11.9
DD;2;119;24;11.9
DE;2;119;119;11.9
Mix;2;119;119;11.9
DE;2;119;24;11.9
2.HE;2;119;119;11.9
DE;2;119;71;11.9
DD;2;119;24;11.9
DE;2;119;24;11.9
DE;2;119;24;11.9
DD;2;133;0;13.3
1.HE;2;133;0;13.3
3.HE;2;133;133;13.3
1.HE;2;133;67;13.3
1.HD;2;133;133;13.3
2.HE;2;133;67;13.3
1.HE;2;133;133;13.3
1.HE;2;133;67;13.3
2.HE;2;133;67;13.3
1.HE;2;133;133;13.3
2.HE;2;133;133;13.3
3.HE;2;133;0;13.3
2.HE;2;133;67;13.3
DD;2;133;67;13.3
2.HD;2;133;67;13.3
1.HE;2;133;0;13.3
2.HD;2;133;67;13.3
2.HD;2;133;133;13.3
1.HD;2;133;67;13.3
Mix;2;133;0;13.3
1.HE;2;133;0;13.3
1.HE;2;133;133;13.3
DD;2;133;67;13.3
2.HE;2;133;67;13.3
1.HD;2;133;67;13.3
1.HE;2;133;133;13.3
1.HE;2;133;67;13.3
1.HE;2;133;67;13.3
Mix;2;133;0;13.3
2.HE;2;133;133;13.3
2.HE;2;133;133;13.3
2.HD;2;133;0;13.3
DD;2;133;133;13.3
1.HE;2;133;67;13.3
1.HE;2;133;67;13.3
2.HE;2;133;67;13.3
1.HE;2;133;67;13.3
1.HE;2;133;133;13.3
1.HE;2;133;0;13.3
3.HE;2;133;133;13.3
2.HD;2;133;0;13.3
2.HE;2;133;133;13.3
3.HE;2;133;67;13.3
DD;2;133;67;13.3
DD;2;133;67;13.3
DD;2;133;133;13.3
DD;2;133;67;13.3
1.HE;2;133;0;13.3
2.HE;2;133;0;13.3
1.HE;2;133;133;13.3
3.HE;2;133;67;13.3
2.HE;2;133;67;13.3
2.HE;2;133;67;13.3
Mix;2;133;67;13.3
DD;2;133;0;13.3
Mix;2;133;133;13.3
1.HE;2;133;67;13.3
Mix;2;133;133;13.3
3.HE;2;133;133;13.3
2.HE;2;133;67;13.3
2.HD;2;133;0;13.3
1.HE;2;133;67;13.3
2.HD;2;133;67;13.3
DD;2;133;67;13.3
Mix;2;133;0;13.3
3.HE;2;133;0;13.3
Mix;2;133;67;13.3
3.HE;2;133;0;13.3
3.HE;2;133;0;13.3
Mix;2;133;0;13.3
Mix;2;133;133;13.3
DD;2;133;67;13.3
3.HE;2;133;0;13.3
2.HE;2;133;133;13.3
3.HE;2;133;67;13.3
3.HE;2;133;0;13.3
3.HE;2;133;133;13.3
3.HE;2;133;133;13.3
1.HD;2;133;67;13.3
Mix;2;133;133;13.3
1.HE;2;133;0;13.3
2.HE;2;133;0;13.3
1.HE;2;133;133;13.3
2.HE;2;133;67;13.3
1.HE;2;133;67;13.3
2.HE;2;133;67;13.3
Mix;2;133;67;13.3
3.HE;2;133;0;13.3
1.HE;2;133;67;13.3
1.HE;2;133;67;13.3
3.HE;2;133;133;13.3
2.HE;2;133;133;13.3
Mix;2;133;67;13.3
3.HE;2;133;67;13.3
DD;2;133;133;13.3
2.HE;2;133;0;13.3
1.HE;2;133;0;13.3
2.HE;2;133;0;13.3
1.HE;2;133;67;13.3
1.HD;2;133;133;13.3
Mix;2;133;133;13.3
1.HE;2;133;133;13.3
1.HE;2;133;67;13.3
1.HE;2;133;67;13.3
1.HE;2;133;67;13.3
1.HE;2;133;0;13.3
1.HD;2;133;0;13.3
3.HE;2;133;133;13.3
Mix;2;133;67;13.3
1.HE;2;133;133;13.3
DD;2;133;67;13.3
2.HD;2;133;67;13.3
3.HE;2;133;67;13.3
1.HE;2;133;0;13.3
1.HE;2;133;67;13.3
1.HE;2;133;133;13.3
DD;2;133;67;13.3
2.HE;2;133;67;13.3
1.HE;2;133;133;13.3
3.HE;2;133;133;13.3
1.HE;2;133;67;13.3
3.HE;2;133;0;13.3
DD;2;133;133;13.3
1.HE;2;133;67;13.3
1.HE;2;133;133;13.3
1.HE;2;133;67;13.3
3.HE;2;133;0;13.3
2.HE;2;133;0;13.3
2.HD;2;133;67;13.3
3.HE;2;133;133;13.3
2.HE;2;133;67;13.3
3.HE;2;133;67;13.3
3.HE;2;133;67;13.3
1.HE;2;133;67;13.3
3.HE;2;133;0;13.3
2.HE;2;133;67;13.3
2.HE;2;133;133;13.3
3.HE;2;133;133;13.3
3.HE;2;133;67;13.3
3.HE;2;133;67;13.3
1.HD;2;133;67;13.3
2.HE;2;133;0;13.3
1.HE;2;133;0;13.3
2.HD;2;133;133;13.3
1.HD;2;133;0;13.3
2.HD;2;133;67;13.3
1.HD;2;133;133;13.3
2.HD;2;133;0;13.3
1.HE;2;133;133;13.3
3.HE;2;133;0;13.3
1.HE;2;133;0;13.3
1.HE;2;133;0;13.3
2.HE;2;133;133;13.3
2.HE;2;133;67;13.3
2.HD;2;133;67;13.3
1.HD;2;133;133;13.3
3.HE;2;133;0;13.3
